"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"21","2326993","SYTL1","84958","synaptotagmin like 1",-0.811600670990805,7.58876276704798,-6.28727817852682,1.11799936071251e-05,2.2305153458139e-05,2.87276041215647
"22","2327219","STX12","23673","syntaxin 12",-2.12510137115523,7.63704140489179,-14.3139545143605,1.69857438307029e-10,2.28620618250747e-09,14.3436809888043
"23","2327283","THEMIS2","9473","thymocyte selection associated family member 2",-1.59488134841839,7.43627229005382,-12.610285288353,1.09016777554039e-09,8.86912050278523e-09,12.4322849845018
"24","2327375","ATP5IF1","93974","ATP synthase inhibitory factor subunit 1",-1.02958585500401,7.8230086580514,-5.97597039956477,1.99660474883505e-05,3.79717921323903e-05,2.27476068724977
"25","2328236","ZCCHC17","51538","zinc finger CCHC-type containing 17",-0.453045903389043,7.45407520302093,-2.45247667386557,0.0261351033874443,0.0314738860202084,-4.92440170654383
"26","2328465","KHDRBS1","10657","KH RNA binding domain containing, signal transduction associated 1",-0.863799383705754,9.05177360536611,-7.02817056455851,2.96633682839714e-06,6.78311001171887e-06,4.24403083370137
"27","2328750","CCDC28B","79140","coiled-coil domain containing 28B",-1.36426424996856,7.08282636744651,-12.1492220494903,1.86930743499512e-09,1.37497631120642e-08,11.8761570987489
"28","2328808","EIF3I","8668","eukaryotic translation initiation factor 3 subunit I",-0.5444502597061,10.8295408876882,-3.62821250210171,0.00228300381722711,0.00312334715054875,-2.54799913979857
"29","2328909","TSSK3","81629","testis specific serine kinase 3",0.5830219774227,5.43822405692522,2.70244621076122,0.0157655030821125,0.0195918217188099,-4.44328224673594
"30","2328990","RBBP4","5928","RB binding protein 4, chromatin remodeling factor",0.0119580915671076,4.45109036506207,0.0342659875812457,0.973091869492637,0.976559576264403,-7.62724047069767
"31","2329341","ZSCAN20","7579","zinc finger and SCAN domain containing 20",0.609900537214775,6.20946576000866,2.0462360168067,0.0576533280948586,0.0670059790969135,-5.65785137604255
"32","2330002","AGO4","192670","argonaute RISC component 4",-0.837042794781299,6.52692973824465,-4.87084807193072,0.0001733441090935,0.000280305999731141,0.0572438618260103
"33","2330773","CDCA8","55143","cell division cycle associated 8",0.618799988617496,6.89576446245931,3.2835076742873,0.00471534233999057,0.00622534017551586,-3.26758268646949
"34","2330899","UTP11","51118","UTP11 small subunit processome component",-0.844767340787992,7.37303504959405,-3.1098536763044,0.0067846499714574,0.00880801544166863,-3.62525546828456
"35","2331178","NDUFS5","4725","NADH:ubiquinone oxidoreductase subunit S5",-1.54739563952324,9.28177080053035,-5.6257364037564,3.89427536673367e-05,7.00931274218878e-05,1.58719364018829
"36","2331505","MACF1","23499","microtubule actin crosslinking factor 1",1.04102771031028,5.3068375169287,4.7869463803109,0.000205481862881186,0.000327453047523988,-0.116273023528676
"37","2331727","CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",-1.58798556207902,10.8691663164853,-9.33527270584638,7.53160693127804e-08,2.80786282845305e-07,8.05111051694461
"38","2332144","CTPS1","1503","CTP synthase 1",1.53425841718721,8.15445900150931,7.48029461855227,1.36921370276531e-06,3.40767597948592e-06,5.04445636016711
"39","2332566","PPCS","79717","phosphopantothenoylcysteine synthetase",-1.85253717782863,8.33593252216538,-9.05034687756618,1.14489427126164e-07,3.99809698490701e-07,7.61689939536371
"40","2332711","PPIH","10465","peptidylprolyl isomerase H",0.6113784451341,9.61361277731174,5.06521631367362,0.000117244313878145,0.000194662781454824,0.456809829639182
"41","2333136","CDC20","991","cell division cycle 20",0.123706624858343,8.30582892779349,0.74017066620737,0.469994129247238,0.493305191276989,-7.34227867046583
"42","2333168","SZT2","23334","SZT2 subunit of KICSTOR complex",0.698921499034534,7.5440964296044,5.61682158751388,3.96190382844297e-05,7.11006368427927e-05,1.56949529657135
"43","2333635","DPH2","1802","diphthamide biosynthesis 2",1.03841630718132,7.20259840758058,6.68797047926269,5.40452946637677e-06,1.16593885541575e-05,3.62355957704125
"44","2333678","B4GALT2","8704","beta-1,4-galactosyltransferase 2",1.40616102583162,8.14974754872984,8.93192350782596,1.36627109410613e-07,4.64430684821033e-07,7.4336027174779
"45","2334098","KIF2C","11004","kinesin family member 2C",0.62355872474212,6.96617892461932,3.1077894007672,0.00681397985990616,0.00884295649312883,-3.62948094695388
"46","2334279","UROD","7389","uroporphyrinogen decarboxylase",-1.16947665888374,8.21127187014322,-8.33316454300705,3.42507033476806e-07,1.00501815815608e-06,6.48064121072417
"47","2334314","HPDL","84842","4-hydroxyphenylpyruvate dioxygenase like",2.22262784863908,6.51985459889735,10.4725876746525,1.54382465842284e-08,7.63775956011624e-08,9.69334358447743
"48","2334350","MMACHC","25974","metabolism of cobalamin associated C",1.02774917482225,6.40949539479425,4.59914429127052,0.000301476999103986,0.000468466593259633,-0.506675275447133
"49","2334404","NASP","4678","nuclear autoantigenic sperm protein",-0.497480658663157,8.25992971737653,-4.20226666254167,0.000684920134262976,0.00101517919495415,-1.33876578076161
"50","2334459","TMEM69","51249","transmembrane protein 69",-0.465288184643821,8.37493612129119,-1.85912636784377,0.0816319062359813,0.0935674416812547,-5.97004288659908
"51","2334646","RAD54L","8438","RAD54 like",1.34318894578506,7.01236266996818,10.6934295066298,1.15216183201576e-08,6.0258063814424e-08,9.99629443165331
"52","2335132","CMPK1","51727","cytidine/uridine monophosphate kinase 1",-1.57177619025296,7.86315151740431,-5.83756545346704,2.5947555473387e-05,4.82693092419054e-05,2.00487935519382
"53","2335986","RNF11","26994","ring finger protein 11",-2.25923562750979,6.08325353824838,-13.5331647784379,3.88495421007991e-10,3.93983860473755e-09,13.4943580891582
"54","2336271","BTF3L4","91408","basic transcription factor 3 like 4",-1.07782187674257,8.50588706705824,-4.79448238721884,0.000202360483752005,0.000322947572369699,-0.100663853103047
"55","2336383","PRPF38A","84950","pre-mRNA processing factor 38A",-0.792276355064441,8.52558984441028,-5.62811876631983,3.87640570868072e-05,6.98058106221354e-05,1.59192166313937
"56","2336913","LRRC42","115353","leucine rich repeat containing 42",-0.410618549451605,6.99406050325411,-2.45686605800796,0.0259068629298574,0.0312298403642437,-4.91612476652969
"57","2337003","MRPL37","51253","mitochondrial ribosomal protein L37",0.491405243567188,9.21165941207472,2.03507486358975,0.0588812920221409,0.0683680336482898,-5.6769770476626
"58","2338487","FGGY","55277","FGGY carbohydrate kinase domain containing",-1.28867470130669,6.32077660251092,-11.7968137890716,2.85517804826814e-09,1.89706113152625e-08,11.4388740275909
"59","2339328","LAMTOR5P1","106478910","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 pseudogene 1",-1.1831547470063,5.97023652173042,-8.28414080331781,3.69982453171802e-07,1.0750045722714e-06,6.40063651506184
"60","2339511","ATG4C","84938","autophagy related 4C cysteine peptidase",-1.03819923895468,6.06793796982649,-3.68436202514845,0.00202845007344397,0.0027938885323094,-2.43000108271703
"61","2339682","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",-0.45556235639604,5.0774955267626,-1.51729777843551,0.148836937506855,0.165520057172721,-6.48807425880275
"62","2339786","PGM1","5236","phosphoglucomutase 1",-0.644460803230498,7.07495073971826,-3.76864245174822,0.00169878667960129,0.00236383809730913,-2.25264313798516
"63","2340186","RAVER2","55225","ribonucleoprotein, PTB binding 2",1.39237029540285,6.21879570663186,5.706039124437,3.33639477404582e-05,6.0799110342368e-05,1.74618343871368
"64","2341645","HHLA3","11147","HERV-H LTR-associating 3",-2.07086525204802,6.98920409735755,-10.7133866284118,1.12235113505039e-08,5.90555461246659e-08,10.0234286559263
"65","2342391","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",-1.01889437554542,8.48025945795887,-7.3946053372699,1.58195758069585e-06,3.88955453520989e-06,4.89486417720465
"66","2342576","ACADM","34","acyl-CoA dehydrogenase medium chain",-0.665389654345752,9.31987440843712,-3.03537517683995,0.00792552675806412,0.0101701203860052,-3.77726624593413
"67","2343289","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",-2.52151458990915,5.73147272041056,-15.4372460334709,5.5190587504565e-11,1.07142646815672e-09,15.4939089100134
"68","2343473","IFI44L","10964","interferon induced protein 44 like",-2.60095694942268,9.36499811504737,-8.66295401661249,2.05369466550567e-07,6.54928237841138e-07,7.01099464858614
"69","2343511","IFI44","10561","interferon induced protein 44",-3.7483891555117,7.7019215014818,-9.59595685023948,5.17497063060711e-08,2.0415482196824e-07,8.44014202121118
"70","2344393","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-2.24384723787267,6.03321518754103,-9.9128666083813,3.31163928346876e-08,1.4163447916798e-07,8.90278231455384
"71","2344542","RPF1","80135","ribosome production factor 1 homolog",-1.72130322477112,8.24985116115444,-6.55033530977802,6.92014086443336e-06,1.44769346883946e-05,3.36809312969311
"72","2345880","LRRC8B","23507","leucine rich repeat containing 8 VRAC subunit B",0.982414082388093,6.37114879979095,3.95090076315197,0.00115841688146142,0.00165146581114886,-1.86851739844435
"73","2345929","LRRC8C","84230","leucine rich repeat containing 8 VRAC subunit C",-0.245593528304175,8.91595010406767,-1.55947049995225,0.138580866170887,0.15477259031471,-6.42821488947785
"74","2346399","CDC7","8317","cell division cycle 7",1.48910666735092,5.50270448181072,5.19503814039018,9.05163497237535e-05,0.00015292125350192,0.721650338750925
"75","2347096","DR1","1810","down-regulator of transcription 1",-0.616487039725985,8.59039954699982,-2.91253579732843,0.0102302313063328,0.012950510654386,-4.02579328677883
"76","2347502","ABCD3","5825","ATP binding cassette subfamily D member 3",-0.552413253309376,7.01846782379009,-2.45079455326759,0.0262230741955444,0.031559064638359,-4.92757187398879
"77","2348854","RTCA","8634","RNA 3'-terminal phosphate cyclase",-1.25041918334513,8.20148845789381,-9.32110524152553,7.68843498822073e-08,2.86341408869543e-07,8.02974423073552
"78","2349043","SLC30A7","148867","solute carrier family 30 member 7",0.768468192156823,7.00493189518298,3.37796845127573,0.00386631524850816,0.00514899240625259,-3.0714437144859
"79","2349848","PRMT6","55170","protein arginine methyltransferase 6",-0.298632038617859,6.53252271279923,-1.35706337782055,0.193729433785251,0.212794316557997,-6.70405908876153
"80","2350339","STXBP3","6814","syntaxin binding protein 3",-1.65707188229315,6.61424264512143,-5.33543810190318,6.85810403607549e-05,0.000118375855144141,1.00608815223338
"81","2350551","SARS1","6301","seryl-tRNA synthetase 1",-0.856296899296696,8.9922162786556,-4.3449371738467,0.000509198503799866,0.000769684443605,-1.03877986719713
"82","2350840","GNAI3","2773","G protein subunit alpha i3",-1.76420073621681,7.96637671579161,-9.0031184622013,1.22828376662554e-07,4.24221402793973e-07,7.54399988766642
"83","2351393","RBM15","64783","RNA binding motif protein 15",1.3361177768534,9.53414894346985,11.3594158709093,4.9002367102046e-09,2.94094534361624e-08,10.8807230955099
"84","2351572","CD53","963","CD53 molecule",-1.29592566470968,11.6967193983015,-9.14478939761742,9.95495558361978e-08,3.56257012625924e-07,7.76188170816873
"85","2351632","CEPT1","10390","choline/ethanolamine phosphotransferase 1",-1.9291042993016,8.20972444957065,-11.2718150065828,5.47094513376975e-09,3.24095956872671e-08,10.7668197017318
"86","2351817","ATP5PB","515","ATP synthase peripheral stalk-membrane subunit b",-1.30120470918181,4.6875304846278,-3.32703146840391,0.00430333937470234,0.00570402804155875,-3.17733045067261
"87","2351872","RAP1A","5906","RAP1A, member of RAS oncogene family",-1.53642707538066,8.32509933368774,-8.45346817857311,2.83775393382447e-07,8.61444208269602e-07,6.67568461504546
"88","2352228","CAPZA1","829","capping actin protein of muscle Z-line subunit alpha 1",-2.08110616316097,10.2085049234859,-8.39486745695561,3.10937340045621e-07,9.29123582889326e-07,6.58090543963789
"89","2352743","DCLRE1B","64858","DNA cross-link repair 1B",0.455671303635848,6.16487262393049,2.33193399326994,0.0331978003616015,0.0395628734127028,-5.14901034280733
"90","2353283","VANGL1","81839","VANGL planar cell polarity protein 1",-1.08833118851704,3.28562702946352,-2.36454541499952,0.0311277787504278,0.0371928191923355,-5.08877308299105
"91","2353477","ATP1A1","476","ATPase Na+/K+ transporting subunit alpha 1",0.78658815095992,9.37492620026825,3.8183681238546,0.00153012477361,0.00214053756063669,-2.14789879844101
"92","2353749","CD101","9398","CD101 molecule",-2.1676226990808,6.13452979195542,-16.6981423805842,1.69769396574751e-11,5.02886637806196e-10,16.6945932906868
"93","2353773","TTF2","8458","transcription termination factor 2",1.45365496122318,7.58544822851003,7.06809277953339,2.76754309684901e-06,6.38270350617626e-06,4.31581653236768
"94","2353988","TENT5C","54855","terminal nucleotidyltransferase 5C",-2.12826090369188,6.01723037782784,-12.8033961041122,8.73989678225772e-10,7.32191352856876e-09,12.6600253365023
"95","2354082","WDR3","10885","WD repeat domain 3",0.563933308448908,7.53699302658972,2.3384942435641,0.0327712827630955,0.0390927553586486,-5.13692532890748
"96","2356115","TXNIP","10628","thioredoxin interacting protein",-2.38571415273621,10.7860461669443,-14.7293024683168,1.11118527638557e-10,1.70211267650527e-09,14.7784351182339
"97","2356205","PEX11B","8799","peroxisomal biogenesis factor 11 beta",-1.4915288625339,7.42061645989403,-8.81969803324235,1.61785849554276e-07,5.3312150784717e-07,7.25834285669088
"98","2356721","CHD1L","9557","chromodomain helicase DNA binding protein 1 like",0.670415648779538,8.02481611288234,3.35646756455516,0.0040451365784293,0.00537345610073645,-3.1161722037888
"99","2358044","PLEKHO1","51177","pleckstrin homology domain containing O1",-2.16675082874726,9.15303863427451,-17.0857771754995,1.20061859664e-11,4.26093908203947e-10,17.0461840411842
"100","2358117","C1orf54","79630","chromosome 1 open reading frame 54",-2.14083679291749,5.73139549337442,-14.6876413361547,1.15895639371662e-10,1.7389095727035e-09,14.7353405220912
"101","2358693","MLLT11","10962","MLLT11 transcription factor 7 cofactor",-1.6000306216404,6.44619580060585,-10.5634073972696,1.36800895252625e-08,6.91865765204565e-08,9.81853033493464
"102","2358906","PSMB4","5692","proteasome 20S subunit beta 4",-0.356302755661439,10.7686474424439,-2.00767644769517,0.0619971642823222,0.0718264615308803,-5.72366581830431
"103","2359352","LCE2D","353141","late cornified envelope 2D",-1.44547279188299,3.25510764223721,-2.2659093031559,0.0377894476895594,0.0448742030462137,-5.26969793940072
"104","2359360","LCE2B","26239","late cornified envelope 2B",0.397653455799293,4.39500479516749,0.991216081824487,0.336437439578379,0.359619698188744,-7.122409494729
"105","2359377","LCE2A","353139","late cornified envelope 2A",0.61709432716384,7.35026174880775,1.84884026266538,0.0831777076527388,0.0952497928422511,-5.9866609268386
"106","2359439","LCE1D","353134","late cornified envelope 1D",0.0111800768687393,6.69725017844078,0.0194456374697053,0.984727726482589,0.986614178065889,-7.62766253249008
"107","2360158","HAX1","10456","HCLS1 associated protein X-1",-0.904594135447839,8.15074200533498,-3.02316161806067,0.0081297717188438,0.0104176038721341,-3.80210345537566
"108","2360498","LENEP","55891","lens epithelial protein",0.797370971052164,5.91697584813534,2.81812298750604,0.0124338010165513,0.0155677652262634,-4.21469841950839
"109","2361241","LAMTOR2","28956","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",-2.27739220002704,8.25681802450956,-14.8132874836111,1.02110652218672e-10,1.61829912455653e-09,14.8649680673377
"110","2361342","SEMA4A","64218","semaphorin 4A",-0.859445510456511,6.43540685711172,-7.12647259591252,2.50154422740714e-06,5.84065906666934e-06,4.42040388915337
"111","2361584","NAXE","128240","NAD(P)HX epimerase",-0.415152405399622,9.14932275942544,-2.42572641426255,0.0275677223969824,0.0330794597493781,-4.97469917452491
"112","2362157","CD1D","912","CD1d molecule",-1.0898782547159,7.43202741031725,-8.99230127710739,1.24826758662507e-07,4.29906644838606e-07,7.52726553291705
"113","2362201","CD1C","911","CD1c molecule",-4.02430375752915,6.69696074197616,-18.1527604980743,4.79384886547374e-12,2.27613779233877e-10,17.9749072895508
"114","2362333","MNDA","4332","myeloid cell nuclear differentiation antigen",-3.23975522548081,5.5786919087168,-14.8616963486025,9.72726563097802e-11,1.5604292896924e-09,14.9146392044536
"115","2362351","PYHIN1","149628","pyrin and HIN domain family member 1",-1.51329850954858,7.23878125570239,-9.25627438059155,8.45120146853061e-08,3.11266082256445e-07,7.93167401987905
"116","2362394","IFI16","3428","interferon gamma inducible protein 16",-1.79254944080367,9.40320878886921,-7.26550913648579,1.97011378885158e-06,4.723370387024e-06,4.66763615824081
"117","2363074","SUMO1P3","474338","SUMO1 pseudogene 3",-0.681537167840066,3.84647574888761,-1.78132190476515,0.0939838205439785,0.106855517705436,-6.09424553862156
"118","2363202","SLAMF7","57823","SLAM family member 7",-1.40794921154179,4.89117870264221,-8.92064604676192,1.38958282937549e-07,4.70172156963369e-07,7.41605969627864
"119","2363248","LY9","4063","lymphocyte antigen 9",-0.894817900698446,6.32324165839952,-7.51877323166873,1.28363729673847e-06,3.22097062601749e-06,5.11131131613414
"120","2363424","UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1",-2.74123578132226,8.38660683726908,-15.0385208569289,8.15637060763075e-11,1.4085128676668e-09,15.0948056434712
"121","2363618","SDHC","6391","succinate dehydrogenase complex subunit C",-4.12440507764743,5.59823852827396,-8.73214898795161,1.84777124807093e-07,5.99175424197315e-07,7.1205577636148
"122","2363852","FCRLA","84824","Fc receptor like A",-1.48608474201912,10.5882915667591,-8.91663239528154,1.39798007152557e-07,4.7206337450946e-07,7.40981243636449
"123","2363992","LOC100422526","100422526","proteasome activator subunit 3 pseudogene",1.09304294558888,5.92214921694852,7.29014372497039,1.8890002256307e-06,4.54377780948356e-06,4.71116943637749
"124","2364189","UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1",0.300274385264524,6.40263267970555,1.17718158492869,0.256458355134109,0.278190826117325,-6.92344881748995
"125","2364438","NUF2","83540","NUF2 component of NDC80 kinetochore complex",-0.226775429778391,6.69716558228582,-0.8137955326721,0.427791197366879,0.451338205636929,-7.28384442848272
"126","2365119","MGST3","4259","microsomal glutathione S-transferase 3",-2.00876693797443,7.48602037857894,-17.1367846721339,1.14772263932647e-11,4.11942410056296e-10,17.0918677343462
"127","2366028","DCAF6","55827","DDB1 and CUL4 associated factor 6",-1.16997298413083,8.16074061345311,-6.42609774640175,8.66942874266768e-06,1.77212610982169e-05,3.13530752723777
"128","2366132","TIPRL","261726","TOR signaling pathway regulator",-1.20033106478076,7.3791580452441,-4.98670860927804,0.000137233221713608,0.000225904147793848,0.295843166855811
"129","2366884","MROH9","80133","maestro heat like repeat family member 9",0.984978351466969,3.36388441615493,2.80941594882757,0.0126588046040509,0.0158386478658341,-4.23201839052659
"130","2367287","EEF1AKNMT","51603","eEF1A lysine and N-terminal methyltransferase",0.312897796441506,8.14792997545242,1.55810983488518,0.138902219666841,0.155084179993994,-6.43016508564118
"131","2367743","PRDX6","9588","peroxiredoxin 6",-0.912656726725947,9.76850147656025,-2.97078804882464,0.00906558827921771,0.0115360162287856,-3.90829984960299
"132","2367843","DARS2","55157","aspartyl-tRNA synthetase 2, mitochondrial",0.531229800075273,7.60940443010416,3.04446462851283,0.00777679765547472,0.0100038145525977,-3.75876504228752
"133","2368180","GPR52","9293","G protein-coupled receptor 52",1.48144820331108,5.94903236546862,7.17392112527005,2.30508186098477e-06,5.4309025801251e-06,4.50506892561159
"134","2369325","C1orf220","400798","chromosome 1 open reading frame 220 (putative)",0.337237291339568,6.58325692883555,2.61592954538023,0.0188035366219658,0.023108340910714,-4.61193197424107
"135","2369339","RALGPS2","55103","Ral GEF with PH domain and SH3 binding motif 2",-1.1534452707459,8.36858157018905,-5.30359423035981,7.30208751923518e-05,0.000125330250388748,0.941762065379852
"136","2369557","SOAT1","6646","sterol O-acyltransferase 1",-0.463190873627097,7.10380174488991,-2.13883229847376,0.0483324496387759,0.0565681259998589,-5.49688372047188
"137","2369796","TOR1AIP1","26092","torsin 1A interacting protein 1",-1.53951078490338,6.68663713927751,-9.40387302400688,6.818449857219e-08,2.58444087487981e-07,8.15424030532951
"138","2370317","MR1","3140","major histocompatibility complex, class I-related",-1.97960520070738,7.16115341570058,-11.4964141693619,4.13025318113319e-09,2.58035100616529e-08,11.0574227367457
"139","2370991","DHX9","1660","DExH-box helicase 9",-0.29727771619061,8.5604978609479,-1.24986211236103,0.229448579200236,0.250077775663014,-6.83787407918595
"140","2371694","RNF2","6045","ring finger protein 2",-1.70316771349945,5.58444729937711,-7.03663313615885,2.92298525660759e-06,6.71333063013827e-06,4.25926570743135
"141","2372169","OCLM","10896","oculomedin",0.862520558622487,4.37664207859963,5.83932668045544,2.58607575719944e-05,4.81322996802601e-05,2.00832885566602
"142","2372211","PLA2G4A","5321","phospholipase A2 group IVA",-0.901395159721075,5.88201534235204,-2.98358438666461,0.008827656060927,0.0112469115425081,-3.88240049351982
"143","2372924","RO60","6738","Ro60, Y RNA binding protein",-1.09522777955294,7.35313527925427,-4.73592801944492,0.000227953576196093,0.00036111555277105,-0.222066149860573
"144","2373842","PTPRC","5788","protein tyrosine phosphatase receptor type C",-2.27386878987866,8.90153290627631,-9.41493775248213,6.71024796815645e-08,2.5510091185276e-07,8.17082362622874
"145","2374700","RPS10P7","376693","ribosomal protein S10 pseudogene 7",-0.888850244231117,6.27445862272342,-2.61994457489253,0.0186509071841918,0.0229515869584289,-4.604152379979
"146","2374956","TIMM17A","10440","translocase of inner mitochondrial membrane 17A",-0.85420677814953,7.85528953451347,-2.4959895437229,0.0239542948020943,0.0290002226423503,-4.84206139273193
"147","2375664","BTG2","7832","BTG anti-proliferation factor 2",-1.55642744404549,9.49033752027939,-14.5811294843577,1.2912484463339e-10,1.89090422481136e-09,14.6246485417318
"148","2375795","LAX1","54900","lymphocyte transmembrane adaptor 1",-0.86682456430088,6.4638130137635,-7.76669861992616,8.50873283824233e-07,2.21869451002886e-06,5.53735499294172
"149","2376037","MDM4","4194","MDM4 regulator of p53",0.383117611791993,8.10201214837342,1.74802739265102,0.0997535260436811,0.11313434288907,-6.14631711216402
"150","2376799","IKBKE","9641","inhibitor of nuclear factor kappa B kinase subunit epsilon",0.464191515006135,7.99968726576314,4.93066730389914,0.000153620429359994,0.000250625843086871,0.180585084221206
"151","2376849","RASSF5","83593","Ras association domain family member 5",-0.99481640494208,8.20535442650068,-11.0288949335744,7.45233493158729e-09,4.19060816129065e-08,10.447157888973
"152","2378121","TRAF3IP3","80342","TRAF3 interacting protein 3",-1.60891870306872,8.51429823903847,-13.9528712315443,2.47800122701697e-10,2.89408271063434e-09,13.9562476871241
"153","2378180","UTP25","27042","UTP25 small subunit processor component",0.599905152013445,7.28303385537095,3.42248853178263,0.00352063873397198,0.0047160843048194,-2.97868496981311
"154","2378662","TRAF5","7188","TNF receptor associated factor 5",-0.541238360617939,5.0314684167074,-4.67021884792634,0.000260656567257576,0.000409126833398799,-0.35861907749316
"155","2378937","DTL","51514","denticleless E3 ubiquitin protein ligase homolog",1.30481533471912,7.57605340252255,5.11186517702013,0.0001068109353408,0.000178554718850533,0.55217089464516
"156","2379068","NENF","29937","neudesin neurotrophic factor",-0.522611362015123,8.09682920571504,-2.94290321888955,0.00960597607719369,0.0121982235236233,-3.96462770455902
"157","2379280","FLVCR1","28982","feline leukemia virus subgroup C cellular receptor 1",0.509810663721376,6.37952180430128,1.96364526581021,0.067318653875062,0.0776231785312132,-5.79790489388818
"158","2379863","CENPF","1063","centromere protein F",1.62018890390368,7.51182935027427,7.72191239302864,9.159394140914e-07,2.36979095052199e-06,5.46099460208626
"159","2380055","KCTD3","51133","potassium channel tetramerization domain containing 3",1.30707052052101,5.96293542426974,5.19875612620109,8.98507913255426e-05,0.000151937065608689,0.72920971934901
"160","2380554","RRP15","51018","ribosomal RNA processing 15 homolog",-0.747449284732507,6.58550737529032,-3.26505851953636,0.0049015603886047,0.00646186985332438,-3.3057725210002
"161","2380785","LYPLAL1","127018","lysophospholipase like 1",-2.12331229832491,6.23265838625221,-6.14264417958999,1.46129513539809e-05,2.83208125499862e-05,2.59650302691666
"162","2380991","IARS2","55699","isoleucyl-tRNA synthetase 2, mitochondrial",0.00693227742193603,7.68410392001977,0.0323438093291011,0.974600726811672,0.977537879686995,-7.62730835539741
"163","2382360","DEGS1","8560","delta 4-desaturase, sphingolipid 1",-3.35903558076197,8.5437024700792,-11.2034058284181,5.96527867154264e-09,3.46648971690756e-08,10.677367977062
